"STATION_NUMBER","Date","Parameter","Value","Symbol"
"04LG004",1996-04-29,"Flow",1000,"B"
"04LG004",1996-04-30,"Flow",996,"B"
"04LG004",1996-05-01,"Flow",1000,"B"
"04LG004",1996-05-02,"Flow",1200,"B"
"04LG004",1996-05-03,"Flow",1200,"B"
"04LG004",1996-05-04,"Flow",1300,"B"
"04LG004",1996-05-05,"Flow",1300,"B"
"04LG004",1996-05-06,"Flow",1300,"B"
"04LG004",1996-05-07,"Flow",1200,"B"
"04LG004",1996-05-08,"Flow",1700,"B"
"04LG004",1996-05-09,"Flow",2300,"B"
"04LG004",1996-05-10,"Flow",3100,"B"
"04LG004",1996-05-11,"Flow",4200,"B"
"04LG004",1996-05-12,"Flow",5390,"A"
"04LG004",1996-05-13,"Flow",5700,"A"
"04LG004",1996-05-14,"Flow",6080,"A"
"04LG004",1996-05-15,"Flow",6270,NA
"04LG004",1996-05-16,"Flow",6950,NA
"04LG004",1996-05-17,"Flow",7250,NA
"04LG004",1996-05-18,"Flow",7370,NA
"04LG004",1996-05-19,"Flow",8400,NA
"04LG004",1996-05-20,"Flow",9690,NA
"04LG004",1996-05-21,"Flow",10100,NA
"04LG004",1996-05-22,"Flow",10100,NA
"04LG004",1996-05-23,"Flow",9600,NA
"04LG004",1996-05-24,"Flow",8930,NA
"04LG004",1996-05-25,"Flow",8050,NA
"04LG004",1996-05-26,"Flow",6890,NA
"04LG004",1996-05-27,"Flow",5390,NA
"04LG004",1996-05-28,"Flow",4870,NA
"04LG004",1996-05-29,"Flow",4370,NA
"04LG004",1996-05-30,"Flow",4150,NA
"04LG004",1996-05-31,"Flow",3790,NA
"04LG004",1996-06-01,"Flow",3380,NA
"04LG004",1996-06-02,"Flow",3230,NA
"04LG004",1996-06-03,"Flow",2950,NA
"04LG004",1996-06-04,"Flow",2780,NA
"04LG004",1996-06-05,"Flow",2540,NA
"04LG004",1996-06-06,"Flow",2490,"A"
"04LG004",1996-06-07,"Flow",2260,NA
"04LG004",1996-06-08,"Flow",2120,NA
"04LG004",1996-06-09,"Flow",1910,NA
"04LG004",1996-06-10,"Flow",1600,NA
"04LG004",1996-06-11,"Flow",1600,"A"
"04LG004",1996-06-12,"Flow",1450,"E"
"04LG004",1996-06-13,"Flow",1280,"A"
"04LG004",1996-06-14,"Flow",1100,NA
"04LG004",1996-06-15,"Flow",1150,NA
"04LG004",1996-06-16,"Flow",998,NA
"04LG004",1996-06-17,"Flow",921,NA
"04LG004",1996-06-18,"Flow",893,NA
"04LG004",1996-06-19,"Flow",807,NA
"04LG004",1996-06-20,"Flow",783,NA
"04LG004",1996-06-21,"Flow",771,NA
"04LG004",1996-06-22,"Flow",754,NA
"04LG004",1996-06-23,"Flow",630,NA
"04LG004",1996-06-24,"Flow",564,NA
"04LG004",1996-06-25,"Flow",547,NA
"04LG004",1996-06-26,"Flow",528,NA
"04LG004",1996-06-27,"Flow",488,NA
"04LG004",1996-06-28,"Flow",476,NA
"04LG004",1996-06-29,"Flow",593,NA
"04LG004",1996-06-30,"Flow",397,NA
"04LG004",1996-07-01,"Flow",444,NA
"04LG004",1996-07-02,"Flow",492,NA
"04LG004",1996-07-03,"Flow",603,NA
"04LG004",1996-07-04,"Flow",576,NA
"04LG004",1996-07-05,"Flow",526,NA
"04LG004",1996-07-06,"Flow",532,NA
"04LG004",1996-07-07,"Flow",424,NA
"04LG004",1996-07-08,"Flow",424,NA
"04LG004",1996-07-09,"Flow",491,NA
"04LG004",1996-07-10,"Flow",572,NA
"04LG004",1996-07-11,"Flow",633,NA
"04LG004",1996-07-12,"Flow",597,NA
"04LG004",1996-07-13,"Flow",671,NA
"04LG004",1996-07-14,"Flow",698,"A"
"04LG004",1996-07-15,"Flow",650,"E"
"04LG004",1996-07-16,"Flow",530,"E"
"04LG004",1996-07-17,"Flow",460,"E"
"04LG004",1996-07-18,"Flow",500,"E"
"04LG004",1996-07-19,"Flow",528,"E"
"04LG004",1996-07-20,"Flow",550,"E"
"04LG004",1996-07-21,"Flow",590,"E"
"04LG004",1996-07-22,"Flow",552,NA
"04LG004",1996-07-23,"Flow",598,NA
"04LG004",1996-07-24,"Flow",568,NA
"04LG004",1996-07-25,"Flow",557,NA
"04LG004",1996-07-26,"Flow",498,NA
"04LG004",1996-07-27,"Flow",617,NA
"04LG004",1996-07-28,"Flow",529,"A"
"04LG004",1996-07-29,"Flow",573,NA
"04LG004",1996-07-30,"Flow",615,NA
"04LG004",1996-07-31,"Flow",606,NA
"04LG004",1996-08-01,"Flow",537,NA
"04LG004",1996-08-02,"Flow",493,NA
"04LG004",1996-08-03,"Flow",446,NA
"04LG004",1996-08-04,"Flow",480,NA
"04LG004",1996-08-05,"Flow",533,NA
"04LG004",1996-08-06,"Flow",512,NA
"04LG004",1996-08-07,"Flow",541,NA
"04LG004",1996-08-08,"Flow",552,NA
"04LG004",1996-08-09,"Flow",526,NA
"04LG004",1996-08-10,"Flow",490,NA
"04LG004",1996-08-11,"Flow",394,NA
"04LG004",1996-08-12,"Flow",373,NA
"04LG004",1996-08-13,"Flow",361,"A"
"04LG004",1996-08-14,"Flow",334,NA
"04LG004",1996-08-15,"Flow",359,NA
"04LG004",1996-08-16,"Flow",330,NA
"04LG004",1996-08-17,"Flow",295,NA
"04LG004",1996-08-18,"Flow",297,NA
"04LG004",1996-08-19,"Flow",273,"A"
"04LG004",1996-08-20,"Flow",294,NA
"04LG004",1996-08-21,"Flow",304,NA
"04LG004",1996-08-22,"Flow",325,NA
"04LG004",1996-08-23,"Flow",316,NA
"04LG004",1996-08-24,"Flow",318,NA
"04LG004",1996-08-25,"Flow",332,"A"
"04LG004",1996-08-26,"Flow",275,"E"
"04LG004",1996-08-27,"Flow",231,"A"
"04LG004",1996-08-28,"Flow",134,NA
"04LG004",1996-08-29,"Flow",121,NA
"04LG004",1996-08-30,"Flow",143,NA
"04LG004",1996-08-31,"Flow",147,NA
"04LG004",1996-09-01,"Flow",190,NA
"04LG004",1996-09-02,"Flow",204,NA
"04LG004",1996-09-03,"Flow",196,NA
"04LG004",1996-09-04,"Flow",253,"A"
"04LG004",1996-09-05,"Flow",261,NA
"04LG004",1996-09-06,"Flow",257,NA
"04LG004",1996-09-07,"Flow",221,NA
"04LG004",1996-09-08,"Flow",211,NA
"04LG004",1996-09-09,"Flow",211,NA
"04LG004",1996-09-10,"Flow",164,NA
"04LG004",1996-09-11,"Flow",127,NA
"04LG004",1996-09-12,"Flow",153,NA
"04LG004",1996-09-13,"Flow",200,NA
"04LG004",1996-09-14,"Flow",185,NA
"04LG004",1996-09-15,"Flow",130,NA
"04LG004",1996-09-16,"Flow",147,NA
"04LG004",1996-09-17,"Flow",131,NA
"04LG004",1996-09-18,"Flow",118,NA
"04LG004",1996-09-19,"Flow",130,NA
"04LG004",1996-09-20,"Flow",128,NA
"04LG004",1996-09-21,"Flow",132,NA
"04LG004",1996-09-22,"Flow",127,NA
"04LG004",1996-09-23,"Flow",142,NA
"04LG004",1996-09-24,"Flow",187,NA
"04LG004",1996-09-25,"Flow",223,NA
"04LG004",1996-09-26,"Flow",96.5999984741211,NA
"04LG004",1996-09-27,"Flow",121,NA
"04LG004",1996-09-28,"Flow",206,NA
"04LG004",1996-09-29,"Flow",193,NA
"04LG004",1996-09-30,"Flow",185,NA
"04LG004",1996-10-01,"Flow",214,NA
"04LG004",1996-10-02,"Flow",256,NA
"04LG004",1996-10-03,"Flow",311,NA
"04LG004",1996-10-04,"Flow",351,NA
"04LG004",1996-10-05,"Flow",338,NA
"04LG004",1996-10-06,"Flow",338,NA
"04LG004",1996-10-07,"Flow",341,NA
"04LG004",1996-10-08,"Flow",387,NA
"04LG004",1996-10-09,"Flow",406,"A"
"04LG004",1996-10-10,"Flow",426,"E"
"04LG004",1996-10-11,"Flow",413,"A"
"04LG004",1996-10-12,"Flow",392,NA
"04LG004",1996-10-13,"Flow",384,NA
"04LG004",1996-10-14,"Flow",370,NA
"04LG004",1996-10-15,"Flow",407,NA
"04LG004",1996-10-16,"Flow",403,NA
"04LG004",1996-10-17,"Flow",409,NA
"04LG004",1996-10-18,"Flow",410,NA
"04LG004",1996-10-19,"Flow",417,NA
"04LG004",1996-10-20,"Flow",424,NA
"04LG004",1996-10-21,"Flow",424,NA
"04LG004",1996-10-22,"Flow",438,NA
"04LG004",1996-10-23,"Flow",453,NA
"04LG004",1996-10-24,"Flow",471,NA
"04LG004",1996-10-25,"Flow",465,NA
"04LG004",1996-10-26,"Flow",359,NA
"04LG004",1996-10-27,"Flow",386,"A"
"04LG004",1996-10-28,"Flow",657,NA
"04LG004",1996-10-29,"Flow",612,NA
"04LG004",1996-10-30,"Flow",642,NA
"04LG004",1996-10-31,"Flow",682,NA
"04LG004",1996-11-01,"Flow",792,NA
"04LG004",1996-11-02,"Flow",823,NA
"04LG004",1996-11-03,"Flow",836,NA
"04LG004",1996-11-04,"Flow",844,NA
"04LG004",1996-11-05,"Flow",811,NA
"04LG004",1996-11-06,"Flow",736,NA
"04LG004",1996-11-07,"Flow",699,NA
"04LG004",1996-11-08,"Flow",680,NA
"04LG004",1996-11-09,"Flow",732,"A"
"04LG004",1996-11-10,"Flow",695,NA
"04LG004",1996-11-11,"Flow",818,NA
"04LG004",1996-11-12,"Flow",763,NA
"04LG004",1996-11-13,"Flow",690,NA
"04LG004",1996-11-14,"Flow",732,NA
"04LG004",1996-11-15,"Flow",652,NA
"04LG004",1996-11-16,"Flow",524,NA
"04LG004",1996-11-17,"Flow",530,NA
"04LG004",1996-11-18,"Flow",533,NA
"04LG004",1996-11-19,"Flow",537,NA
"04LG004",1996-11-20,"Flow",479,NA
"04LG004",1996-11-21,"Flow",496,NA
"04LG004",1996-11-22,"Flow",433,NA
"04LG004",1996-11-23,"Flow",438,"B"
"04LG004",1996-11-24,"Flow",371,"B"
"04LG004",1996-11-25,"Flow",375,"B"
"04LG004",1996-11-26,"Flow",346,"B"
"04LG004",1996-11-27,"Flow",319,"B"
"04LG004",1996-11-28,"Flow",334,"B"
"04LG004",1996-11-29,"Flow",312,"B"
"04LG004",1996-11-30,"Flow",292,"B"
"04LG004",1996-12-01,"Flow",273,"B"
"04LG004",1996-12-02,"Flow",350,"B"
"04LG004",1996-12-03,"Flow",361,"B"
"04LG004",1996-12-04,"Flow",356,"B"
"04LG004",1996-12-05,"Flow",359,"B"
"04LG004",1996-12-06,"Flow",304,"B"
"04LG004",1996-12-07,"Flow",258,"B"
"04LG004",1996-12-08,"Flow",218,"B"
"04LG004",1996-12-09,"Flow",290,"B"
"04LG004",1996-12-10,"Flow",298,"B"
"04LG004",1996-12-11,"Flow",294,"B"
"04LG004",1996-12-12,"Flow",323,"B"
"04LG004",1996-12-13,"Flow",276,"B"
"04LG004",1996-12-14,"Flow",236,"B"
"04LG004",1996-12-15,"Flow",201,"B"
"04LG004",1996-12-16,"Flow",305,"B"
"04LG004",1996-12-17,"Flow",299,"B"
"04LG004",1996-12-18,"Flow",293,"B"
"04LG004",1996-12-19,"Flow",296,"B"
"04LG004",1996-12-20,"Flow",289,"B"
"04LG004",1996-12-21,"Flow",272,"B"
"04LG004",1996-12-22,"Flow",255,"B"
"04LG004",1996-12-23,"Flow",240,"B"
"04LG004",1996-12-24,"Flow",260,"B"
"04LG004",1996-12-25,"Flow",237,"B"
"04LG004",1996-12-26,"Flow",215,"B"
"04LG004",1996-12-27,"Flow",228,"B"
"04LG004",1996-12-28,"Flow",241,"B"
"04LG004",1996-12-29,"Flow",254,"B"
"04LG004",1996-12-30,"Flow",260,"B"
"04LG004",1996-12-31,"Flow",269,"B"
"04LG004",1997-01-01,"Flow",220,"B"
"04LG004",1997-01-02,"Flow",185,"B"
"04LG004",1997-01-03,"Flow",240,"B"
"04LG004",1997-01-04,"Flow",276,"B"
"04LG004",1997-01-05,"Flow",236,"B"
"04LG004",1997-01-06,"Flow",246,"B"
"04LG004",1997-01-07,"Flow",270,"B"
"04LG004",1997-01-08,"Flow",280,"B"
"04LG004",1997-01-09,"Flow",284,"B"
"04LG004",1997-01-10,"Flow",290,"B"
"04LG004",1997-01-11,"Flow",240,"B"
"04LG004",1997-01-12,"Flow",190,"B"
"04LG004",1997-01-13,"Flow",207,"B"
"04LG004",1997-01-14,"Flow",270,"B"
"04LG004",1997-01-15,"Flow",265,"B"
"04LG004",1997-01-16,"Flow",238,"B"
"04LG004",1997-01-17,"Flow",250,"B"
"04LG004",1997-01-18,"Flow",260,"B"
"04LG004",1997-01-19,"Flow",230,"B"
"04LG004",1997-01-20,"Flow",250,"B"
"04LG004",1997-01-21,"Flow",270,"B"
"04LG004",1997-01-22,"Flow",255,"B"
"04LG004",1997-01-23,"Flow",230,"B"
"04LG004",1997-01-24,"Flow",190,"B"
"04LG004",1997-01-25,"Flow",160,"B"
"04LG004",1997-01-26,"Flow",240,"B"
"04LG004",1997-01-27,"Flow",230,"B"
"04LG004",1997-01-28,"Flow",250,"B"
"04LG004",1997-01-29,"Flow",260,"B"
"04LG004",1997-01-30,"Flow",240,"B"
"04LG004",1997-01-31,"Flow",230,"B"
"04LG004",1997-02-01,"Flow",250,"B"
"04LG004",1997-02-02,"Flow",176,"B"
"04LG004",1997-02-03,"Flow",200,"B"
"04LG004",1997-02-04,"Flow",250,"B"
"04LG004",1997-02-05,"Flow",170,"B"
"04LG004",1997-02-06,"Flow",200,"B"
"04LG004",1997-02-07,"Flow",240,"B"
"04LG004",1997-02-08,"Flow",250,"B"
"04LG004",1997-02-09,"Flow",260,"B"
"04LG004",1997-02-10,"Flow",250,"B"
"04LG004",1997-02-11,"Flow",240,"B"
"04LG004",1997-02-12,"Flow",265,"B"
"04LG004",1997-02-13,"Flow",258,"B"
"04LG004",1997-02-14,"Flow",260,"B"
"04LG004",1997-02-15,"Flow",200,"B"
"04LG004",1997-02-16,"Flow",140,"B"
"04LG004",1997-02-17,"Flow",130,"B"
"04LG004",1997-02-18,"Flow",240,"B"
"04LG004",1997-02-19,"Flow",238,"B"
"04LG004",1997-02-20,"Flow",220,"B"
"04LG004",1997-02-21,"Flow",220,"B"
"04LG004",1997-02-22,"Flow",231,"B"
"04LG004",1997-02-23,"Flow",232,"B"
"04LG004",1997-02-24,"Flow",242,"B"
"04LG004",1997-02-25,"Flow",240,"B"
"04LG004",1997-02-26,"Flow",246,"B"
"04LG004",1997-02-27,"Flow",242,"B"
"04LG004",1997-02-28,"Flow",240,"B"
"04LG004",1997-03-01,"Flow",240,"B"
"04LG004",1997-03-02,"Flow",230,"B"
"04LG004",1997-03-03,"Flow",220,"B"
"04LG004",1997-03-04,"Flow",250,"B"
"04LG004",1997-03-05,"Flow",240,"B"
"04LG004",1997-03-06,"Flow",250,"B"
"04LG004",1997-03-07,"Flow",240,"B"
"04LG004",1997-03-08,"Flow",260,"B"
"04LG004",1997-03-09,"Flow",270,"B"
"04LG004",1997-03-10,"Flow",250,"B"
"04LG004",1997-03-11,"Flow",276,"B"
"04LG004",1997-03-12,"Flow",280,"B"
"04LG004",1997-03-13,"Flow",260,"B"
"04LG004",1997-03-14,"Flow",243,"B"
"04LG004",1997-03-15,"Flow",270,"B"
"04LG004",1997-03-16,"Flow",250,"B"
"04LG004",1997-03-17,"Flow",240,"B"
"04LG004",1997-03-18,"Flow",253,"B"
"04LG004",1997-03-19,"Flow",242,"B"
"04LG004",1997-03-20,"Flow",239,"B"
"04LG004",1997-03-21,"Flow",237,"B"
"04LG004",1997-03-22,"Flow",240,"B"
"04LG004",1997-03-23,"Flow",248,"B"
"04LG004",1997-03-24,"Flow",250,"B"
"04LG004",1997-03-25,"Flow",240,"B"
"04LG004",1997-03-26,"Flow",250,"B"
"04LG004",1997-03-27,"Flow",200,"B"
"04LG004",1997-03-28,"Flow",136,"B"
"04LG004",1997-03-29,"Flow",160,"B"
"04LG004",1997-03-30,"Flow",180,"B"
"04LG004",1997-03-31,"Flow",200,"B"
"04LG004",1997-04-01,"Flow",220,"B"
"04LG004",1997-04-02,"Flow",210,"B"
"04LG004",1997-04-03,"Flow",190,"B"
"04LG004",1997-04-04,"Flow",200,"B"
"04LG004",1997-04-05,"Flow",140,"B"
"04LG004",1997-04-06,"Flow",170,"B"
"04LG004",1997-04-07,"Flow",190,"B"
"04LG004",1997-04-08,"Flow",290,"B"
"04LG004",1997-04-09,"Flow",292,"B"
"04LG004",1997-04-10,"Flow",430,"B"
"04LG004",1997-04-11,"Flow",330,"B"
"04LG004",1997-04-12,"Flow",250,"B"
"04LG004",1997-04-13,"Flow",400,"B"
"04LG004",1997-04-14,"Flow",750,"B"
"04LG004",1997-04-15,"Flow",850,"B"
"04LG004",1997-04-16,"Flow",920,"B"
"04LG004",1997-04-17,"Flow",950,"B"
"04LG004",1997-04-18,"Flow",1000,"B"
"04LG004",1997-04-19,"Flow",1050,"B"
"04LG004",1997-04-20,"Flow",1100,"B"
"04LG004",1997-04-21,"Flow",1200,"B"
"04LG004",1997-04-22,"Flow",1280,"B"
"04LG004",1997-04-23,"Flow",1430,"B"
"04LG004",1997-04-24,"Flow",1700,"B"
"04LG004",1997-04-25,"Flow",2180,"B"
"04LG004",1997-04-26,"Flow",2150,"B"
"04LG004",1997-04-27,"Flow",3820,"B"
"04LG004",1997-04-28,"Flow",4810,NA
"04LG004",1997-04-29,"Flow",5340,NA
"04LG004",1997-04-30,"Flow",5410,NA
"04LG004",1997-05-01,"Flow",5430,NA
"04LG004",1997-05-02,"Flow",5400,"A"
"04LG004",1997-05-03,"Flow",5300,NA
"04LG004",1997-05-04,"Flow",5020,NA
"04LG004",1997-05-05,"Flow",4840,NA
"04LG004",1997-05-06,"Flow",4640,NA
"04LG004",1997-05-07,"Flow",4800,NA
"04LG004",1997-05-08,"Flow",4480,NA
"04LG004",1997-05-09,"Flow",4220,NA
"04LG004",1997-05-10,"Flow",4080,NA
"04LG004",1997-05-11,"Flow",4220,NA
"04LG004",1997-05-12,"Flow",4130,NA
"04LG004",1997-05-13,"Flow",3880,NA
"04LG004",1997-05-14,"Flow",3640,NA
"04LG004",1997-05-15,"Flow",3330,"A"
"04LG004",1997-05-16,"Flow",3000,NA
"04LG004",1997-05-17,"Flow",2900,NA
"04LG004",1997-05-18,"Flow",2780,NA
"04LG004",1997-05-19,"Flow",2580,NA
"04LG004",1997-05-20,"Flow",2480,NA
"04LG004",1997-05-21,"Flow",2400,NA
"04LG004",1997-05-22,"Flow",2450,NA
"04LG004",1997-05-23,"Flow",2580,NA
"04LG004",1997-05-24,"Flow",2430,NA
"04LG004",1997-05-25,"Flow",2300,NA
"04LG004",1997-05-26,"Flow",2220,NA
"04LG004",1997-05-27,"Flow",2100,NA
"04LG004",1997-05-28,"Flow",1980,NA
"04LG004",1997-05-29,"Flow",1760,NA
"04LG004",1997-05-30,"Flow",1630,NA
"04LG004",1997-05-31,"Flow",1620,NA
"04LG004",1997-06-01,"Flow",1490,NA
"04LG004",1997-06-02,"Flow",1410,NA
"04LG004",1997-06-03,"Flow",1190,NA
"04LG004",1997-06-04,"Flow",1030,NA
"04LG004",1997-06-05,"Flow",984,NA
"04LG004",1997-06-06,"Flow",946,NA
"04LG004",1997-06-07,"Flow",851,NA
"04LG004",1997-06-08,"Flow",817,NA
"04LG004",1997-06-09,"Flow",777,NA
"04LG004",1997-06-10,"Flow",691,"A"
"04LG004",1997-06-11,"Flow",647,NA
"04LG004",1997-06-12,"Flow",625,NA
"04LG004",1997-06-13,"Flow",635,NA
"04LG004",1997-06-14,"Flow",631,NA
"04LG004",1997-06-15,"Flow",498,NA
"04LG004",1997-06-16,"Flow",482,NA
"04LG004",1997-06-17,"Flow",501,NA
"04LG004",1997-06-18,"Flow",494,NA
"04LG004",1997-06-19,"Flow",497,NA
"04LG004",1997-06-20,"Flow",511,NA
"04LG004",1997-06-21,"Flow",542,NA
"04LG004",1997-06-22,"Flow",494,NA
"04LG004",1997-06-23,"Flow",493,NA
"04LG004",1997-06-24,"Flow",525,NA
"04LG004",1997-06-25,"Flow",533,NA
"04LG004",1997-06-26,"Flow",585,NA
"04LG004",1997-06-27,"Flow",873,NA
"04LG004",1997-06-28,"Flow",999,NA
"04LG004",1997-06-29,"Flow",995,NA
"04LG004",1997-06-30,"Flow",977,NA
"04LG004",1997-07-01,"Flow",898,NA
"04LG004",1997-07-02,"Flow",815,NA
"04LG004",1997-07-03,"Flow",1020,NA
"04LG004",1997-07-04,"Flow",1420,NA
"04LG004",1997-07-05,"Flow",2400,NA
"04LG004",1997-07-06,"Flow",2610,NA
"04LG004",1997-07-07,"Flow",2420,NA
"04LG004",1997-07-08,"Flow",2150,NA
"04LG004",1997-07-09,"Flow",1830,NA
"04LG004",1997-07-10,"Flow",1660,NA
"04LG004",1997-07-11,"Flow",1360,NA
"04LG004",1997-07-12,"Flow",1200,NA
"04LG004",1997-07-13,"Flow",1010,NA
"04LG004",1997-07-14,"Flow",868,NA
"04LG004",1997-07-15,"Flow",908,NA
"04LG004",1997-07-16,"Flow",892,NA
"04LG004",1997-07-17,"Flow",741,NA
"04LG004",1997-07-18,"Flow",715,NA
"04LG004",1997-07-19,"Flow",694,NA
"04LG004",1997-07-20,"Flow",458,NA
"04LG004",1997-07-21,"Flow",415,NA
"04LG004",1997-07-22,"Flow",387,NA
"04LG004",1997-07-23,"Flow",392,NA
"04LG004",1997-07-24,"Flow",365,NA
"04LG004",1997-07-25,"Flow",351,NA
"04LG004",1997-07-26,"Flow",349,NA
"04LG004",1997-07-27,"Flow",336,NA
"04LG004",1997-07-28,"Flow",391,NA
"04LG004",1997-07-29,"Flow",382,NA
"04LG004",1997-07-30,"Flow",309,NA
"04LG004",1997-07-31,"Flow",238,NA
"04LG004",1997-08-01,"Flow",223,NA
"04LG004",1997-08-02,"Flow",234,NA
"04LG004",1997-08-03,"Flow",256,NA
"04LG004",1997-08-04,"Flow",237,NA
"04LG004",1997-08-05,"Flow",230,NA
"04LG004",1997-08-06,"Flow",214,NA
"04LG004",1997-08-07,"Flow",200,NA
"04LG004",1997-08-08,"Flow",206,NA
"04LG004",1997-08-09,"Flow",199,NA
"04LG004",1997-08-10,"Flow",164,NA
"04LG004",1997-08-11,"Flow",125,NA
"04LG004",1997-08-12,"Flow",136,NA
"04LG004",1997-08-13,"Flow",107,NA
"04LG004",1997-08-14,"Flow",114,NA
"04LG004",1997-08-15,"Flow",111,NA
"04LG004",1997-08-16,"Flow",109,NA
"04LG004",1997-08-17,"Flow",89.5999984741211,NA
"04LG004",1997-08-18,"Flow",99.1999969482422,NA
"04LG004",1997-08-19,"Flow",116,NA
"04LG004",1997-08-20,"Flow",97.6999969482422,NA
"04LG004",1997-08-21,"Flow",81.4000015258789,NA
"04LG004",1997-08-22,"Flow",87.5,NA
"04LG004",1997-08-23,"Flow",122,NA
"04LG004",1997-08-24,"Flow",89.6999969482422,NA
"04LG004",1997-08-25,"Flow",77.9000015258789,NA
"04LG004",1997-08-26,"Flow",82.5999984741211,NA
"04LG004",1997-08-27,"Flow",136,NA
"04LG004",1997-08-28,"Flow",190,NA
"04LG004",1997-08-29,"Flow",129,NA
"04LG004",1997-08-30,"Flow",91.6999969482422,NA
"04LG004",1997-08-31,"Flow",82.8000030517578,NA
"04LG004",1997-09-01,"Flow",81.8000030517578,NA
"04LG004",1997-09-02,"Flow",85.5,"A"
"04LG004",1997-09-03,"Flow",120,NA
"04LG004",1997-09-04,"Flow",115,NA
"04LG004",1997-09-05,"Flow",115,NA
"04LG004",1997-09-06,"Flow",128,NA
"04LG004",1997-09-07,"Flow",116,NA
"04LG004",1997-09-08,"Flow",108,NA
"04LG004",1997-09-09,"Flow",124,NA
"04LG004",1997-09-10,"Flow",134,NA
"04LG004",1997-09-11,"Flow",96.8000030517578,"A"
"04LG004",1997-09-12,"Flow",109,"A"
"04LG004",1997-09-13,"Flow",91.1999969482422,"A"
"04LG004",1997-09-14,"Flow",92,"E"
"04LG004",1997-09-15,"Flow",86.4000015258789,"A"
"04LG004",1997-09-16,"Flow",98.4000015258789,NA
"04LG004",1997-09-17,"Flow",120,NA
"04LG004",1997-09-18,"Flow",115,NA
"04LG004",1997-09-19,"Flow",157,NA
"04LG004",1997-09-20,"Flow",147,NA
"04LG004",1997-09-21,"Flow",127,NA
"04LG004",1997-09-22,"Flow",113,NA
"04LG004",1997-09-23,"Flow",149,NA
"04LG004",1997-09-24,"Flow",115,NA
"04LG004",1997-09-25,"Flow",105,NA
"04LG004",1997-09-26,"Flow",144,NA
"04LG004",1997-09-27,"Flow",110,NA
"04LG004",1997-09-28,"Flow",109,NA
"04LG004",1997-09-29,"Flow",93.4000015258789,NA
"04LG004",1997-09-30,"Flow",140,NA
"04LG004",1997-10-01,"Flow",111,NA
"04LG004",1997-10-02,"Flow",95.5,NA
"04LG004",1997-10-03,"Flow",123,NA
"04LG004",1997-10-04,"Flow",149,NA
"04LG004",1997-10-05,"Flow",94.5,NA
"04LG004",1997-10-06,"Flow",99.4000015258789,NA
"04LG004",1997-10-07,"Flow",158,"A"
"04LG004",1997-10-08,"Flow",142,"E"
"04LG004",1997-10-09,"Flow",110,"E"
"04LG004",1997-10-10,"Flow",122,"E"
"04LG004",1997-10-11,"Flow",120,"E"
"04LG004",1997-10-12,"Flow",113,"E"
"04LG004",1997-10-13,"Flow",120,"E"
"04LG004",1997-10-14,"Flow",122,"E"
"04LG004",1997-10-15,"Flow",100,"E"
"04LG004",1997-10-16,"Flow",95,"E"
"04LG004",1997-10-17,"Flow",90,"E"
"04LG004",1997-10-18,"Flow",110,"E"
"04LG004",1997-10-19,"Flow",130,"E"
"04LG004",1997-10-20,"Flow",133,"E"
"04LG004",1997-10-21,"Flow",146,"E"
"04LG004",1997-10-22,"Flow",130,"E"
"04LG004",1997-10-23,"Flow",152,"E"
"04LG004",1997-10-24,"Flow",170,"E"
"04LG004",1997-10-25,"Flow",150,"E"
"04LG004",1997-10-26,"Flow",150,"E"
"04LG004",1997-10-27,"Flow",120,"E"
"04LG004",1997-10-28,"Flow",138,"E"
"04LG004",1997-10-29,"Flow",100,"E"
"04LG004",1997-10-30,"Flow",174,"A"
"04LG004",1997-10-31,"Flow",173,NA
"04LG004",1997-11-01,"Flow",179,NA
"04LG004",1997-11-02,"Flow",224,NA
"04LG004",1997-11-03,"Flow",309,NA
"04LG004",1997-11-04,"Flow",745,NA
"04LG004",1997-11-05,"Flow",1150,NA
"04LG004",1997-11-06,"Flow",1310,NA
"04LG004",1997-11-07,"Flow",1370,NA
"04LG004",1997-11-08,"Flow",1160,NA
"04LG004",1997-11-09,"Flow",1060,NA
"04LG004",1997-11-10,"Flow",1030,"A"
"04LG004",1997-11-11,"Flow",984,NA
"04LG004",1997-11-12,"Flow",830,NA
"04LG004",1997-11-13,"Flow",782,NA
"04LG004",1997-11-14,"Flow",694,NA
"04LG004",1997-11-15,"Flow",631,NA
"04LG004",1997-11-16,"Flow",478,NA
"04LG004",1997-11-17,"Flow",594,NA
"04LG004",1997-11-18,"Flow",648,"A"
"04LG004",1997-11-19,"Flow",530,"A"
"04LG004",1997-11-20,"Flow",530,"E"
"04LG004",1997-11-21,"Flow",430,"B"
"04LG004",1997-11-22,"Flow",380,"B"
"04LG004",1997-11-23,"Flow",360,"B"
"04LG004",1997-11-24,"Flow",330,"B"
"04LG004",1997-11-25,"Flow",290,"B"
"04LG004",1997-11-26,"Flow",300,"B"
"04LG004",1997-11-27,"Flow",290,"B"
"04LG004",1997-11-28,"Flow",270,"B"
"04LG004",1997-11-29,"Flow",300,"B"
"04LG004",1997-11-30,"Flow",210,"B"
"04LG004",1997-12-01,"Flow",220,"B"
"04LG004",1997-12-02,"Flow",240,"B"
"04LG004",1997-12-03,"Flow",300,"B"
"04LG004",1997-12-04,"Flow",240,"B"
"04LG004",1997-12-05,"Flow",260,"B"
"04LG004",1997-12-06,"Flow",280,"B"
